time,lat,lon,elevation,horz_distance_ft,horz_distance_m,vert_speed_mph,horz_speed_mph,vert_speed_km/u,horz_speed_km/u,heading,dive_angle
1561.0,56.1821942,9.0392074,741.2139107581901,254235.64308439288,77491.02401212296,-1.54348584,47.512783932114175,-2.484,76.46442372763951,19.27598,-1.860638918014095
1561.2,56.182229,9.0392292,742.221128605955,254249.10924913525,77495.12849913644,-4.54098008,44.11491878832414,-7.308,70.99608913172612,19.05902,-5.877056458480758
1561.4,56.1822612,9.0392491,743.9993438290451,254261.55120123262,77498.92080613572,-7.22530328,40.62705033163996,-11.628,65.38290822531528,19.01829,-10.084311691882766
1561.6,56.1822901,9.0392673,746.361548553445,254272.74077197205,77502.3313872971,-9.685932880000001,36.27447448572245,-15.588000000000001,58.378115488597274,19.57139,-14.950202024207611
1561.8,56.1823165,9.0392839,749.3930446164251,254282.9606584469,77505.44640869464,-10.33464432,33.11463981410285,-16.632,53.29285385490254,19.06696,-17.33245746706353
1562.0,56.1823404,9.039299,752.31627296287,254292.2176146494,77508.26792894516,-9.685932880000001,29.957592778207122,-15.588000000000001,48.21207848661993,19.66545,-17.91713373375397
1562.2,56.182362,9.0393129,754.924540679395,254300.60101426547,77510.82318914814,-8.81352784,27.25362968170721,-14.184,43.86047113290052,19.54936,-17.920643966747058
1562.4,56.1823817,9.0393257,757.181758527155,254308.2554643988,77513.15626554878,-6.710808,24.982679703979198,-10.8,40.20573093478093,20.21626,-15.0357694789727
1562.6,56.1824001,9.0393379,758.76640419644,254315.42193423674,77515.34060555538,-4.29491712,23.83824515555178,-6.912,38.36394182041257,20.3935,-10.213362625791484
1562.8,56.1824179,9.0393501,759.5800524904,254322.3832408833,77517.46241182125,-1.5658552,23.67123307623386,-2.52,38.095161897542845,20.96899,-3.7846095406541442
1563.0,56.1824356,9.039362,759.52099737229,254329.28874159744,77519.56720843892,1.72244072,23.58962234943196,2.7720000000000002,37.963822146880844,20.28983,4.176148148703813
1563.2,56.1824538,9.0393741,758.9370078709801,254336.3796208253,77521.72850842758,2.9303861600000003,24.794011337420404,4.716,39.902098591427496,20.79831,6.7404773101245485
1563.4,56.1824726,9.0393863,757.1095800494651,254343.68331691096,77523.95467499449,8.8358972,25.121906735341703,14.22,40.42979515159581,19.31937,19.377833993589086
1563.6,56.1824916,9.0393983,753.907480311945,254351.04211709634,77526.19763729098,12.16893184,25.20265563653893,19.584000000000003,40.5597479282108,19.66347,25.773259338178494
1563.8,56.1825105,9.0394104,749.69816272666,254358.3732970954,77528.4321809547,15.59144392,24.889790891397436,25.092,40.056240862067924,19.48074,32.06382071519186
1564.0,56.1825292,9.0394225,744.7112860862601,254365.6357115878,77530.64576489199,18.58893816,24.62370743695313,29.916000000000004,39.62802099525032,20.33272,37.049898197967664
1564.2,56.1825478,9.0394347,738.907480312005,254372.87074864152,77532.85100418597,21.362738800000002,24.585015570168963,34.38,39.565752463462644,20.13163,40.98846369118306
1564.4,56.1825667,9.0394467,732.283464564,254380.1951018144,77535.08346703307,24.51681856,24.96190056718941,39.456,40.17229015129708,19.65089,44.48461412912705
1564.6,56.1825858,9.0394588,724.6489501283351,254387.59512773488,77537.33899493363,27.82748384,25.38623755829039,44.784,40.855194431063474,19.62075,47.626674129577914
1564.8,56.1826056,9.0394713,716.0761154827001,254395.26341358403,77539.67628846044,30.690761920000003,26.74979848185515,49.392,43.04963330854282,19.39209,48.9248793513327
1565.0,56.1826265,9.0394845,706.7650918606901,254403.35809082372,77542.1435460831,32.68163496,28.2166223897562,52.596,45.41025787198307,19.65347,49.193378330665155
1565.2,56.1826486,9.0394987,697.0013123331701,254411.93404720502,77544.75749758813,34.583030560000005,30.03585371139569,55.656000000000006,48.33802726632522,19.71664,49.0252207862039
1565.4,56.1826721,9.039514,686.62729658518,254421.0671338636,77547.54126240166,36.48442616,31.837760868561016,58.715999999999994,51.23791611687579,20.06085,48.890755954617504
1565.6,56.1826967,9.0395302,675.7447506534651,254430.64057330554,77550.45924674357,38.05028136000001,33.27160133335648,61.236000000000004,53.545458967124375,20.28982,48.83317957961116
1565.8,56.1827226,9.0395475,664.5111548529851,254440.7371644878,77553.53668773592,39.01216384000001,35.27687079862961,62.784000000000006,56.77262777078405,20.40838,47.87843887799032
1566.0,56.1827502,9.0395659,653.03805774017,254451.49394125454,77556.81535329441,39.862199520000004,37.84853405645354,64.152,60.91131914513099,20.18399,46.48433446476821
1566.2,56.1827797,9.0395853,641.31889763523,254462.9723992812,77560.31398730093,40.22010928,40.15885793119623,64.72800000000001,64.62942549644086,19.98038,45.043661211612935
1566.4,56.1828111,9.0396055,629.570209971235,254475.15891708314,77564.02843792697,40.041154399999996,42.72426542114998,64.44,68.7580491869861,19.34795,43.14322071274946
1566.6,56.1828445,9.0396256,617.765748029025,254488.02899086685,77567.95123641625,40.30958672,45.12087890559103,64.872,72.61502522205718,17.67542,41.77660844240275
1566.8,56.18288,9.0396449,605.974409446395,254501.58034070488,77572.08168784689,40.242478639999995,47.220765259038295,64.764,75.9944651668791,15.91612,40.43829856629837
1567.0,56.1829174,9.0396627,594.2093175829251,254515.71586662918,77576.39019614863,40.264848,48.84645691567481,64.8,78.61076262192093,13.52245,39.49925707073561
1567.2,56.1829566,9.0396772,582.470472438615,254530.33738065703,77580.84683362431,40.1530012,50.628548322799524,64.62,81.47876110987453,9.70082,38.417586374655876
1567.4,56.1829974,9.0396874,570.6922572155651,254545.38602093956,77585.43365918242,40.57801904,51.98528571065932,65.304,83.66221856967456,6.05992,37.97443753304507
