time,lat,lon,elevation,horz_distance_ft,horz_distance_m,vert_speed_mph,horz_speed_mph,vert_speed_km/u,horz_speed_km/u,heading,dive_angle
1899.0,56.1819317,9.039811,834.65223096779,269555.6265819827,82160.5549821879,-1.54348584,59.60955976701764,-2.484,95.93229987861231,9.77908,-1.4832430996287516
1899.2,56.1819772,9.0398244,835.7939632512501,269572.4707026767,82165.68907017542,-6.039727200000001,54.997590728069774,-9.72,88.5100542085474,8.74984,-6.266996956059708
1899.4,56.182019,9.0398349,838.0479002591152,269587.88959730027,82170.38874925669,-8.74641976,49.898060342611885,-14.076,80.30315450840023,7.19958,-9.942131426733276
1899.6,56.1820572,9.0398436,840.6463254559551,269601.956391134,82174.67630801721,-9.37276184,45.750132039439436,-15.084000000000001,73.62771010971345,6.98577,-11.577896604816518
1899.8,56.1820918,9.0398508,843.3792650884901,269614.680801032,82178.55470815412,-9.03722144,41.35622811752561,-14.544,66.55640627317554,5.90612,-12.326587753990855
1900.0,56.1821236,9.0398565,845.843175849635,269626.3554200654,82182.1131320355,-8.14244704,38.161347977980476,-13.104000000000001,61.41474441858404,5.19314,-12.04452740074425
1900.2,56.1821532,9.0398612,847.857611545165,269637.2107810225,82185.42184605524,-6.06209656,35.866148980965065,-9.756,57.72097920167329,4.685,-9.593463874209178
1900.4,56.1821815,9.0398655,849.0682414664201,269647.5859816147,82188.58420719574,-3.28829592,34.7386870117363,-5.292,55.90650480936901,4.58551,-5.407394082239196
1900.6,56.182209,9.0398694,849.550524930985,269657.66325869603,82191.65576125012,-0.51449528,34.07789739941106,-0.8280000000000001,54.8430668726686,3.84169,-0.8649644176090721
1900.8,56.1822363,9.0398726,849.17322834306,269667.65738817514,82194.70197191536,2.2816747200000003,34.00988088417047,3.672,54.7336048876739,3.19842,3.8381412252713023
1901.0,56.1822639,9.0398756,847.84776902548,269677.75833095086,82197.7807392734,5.52523192,34.63164179503943,8.892000000000001,55.73423220965729,3.03989,9.064737888053134
1901.2,56.1822922,9.0398787,845.4724409415,269688.11575301934,82200.93768151988,9.10432952,35.801634810989576,14.652000000000001,57.6171536957528,3.18705,14.267847824082997
1901.4,56.1823209,9.0398818,841.9553805740601,269698.61902919144,82204.13908009713,14.18217424,35.68508217881548,22.824,57.42958039198963,3.0392,21.674152139089326
1901.6,56.1823492,9.0398848,837.3261154822151,269708.9752289098,82207.29564977127,17.42573144,35.31850639569071,28.044,56.83963377784906,2.80873,26.261184069113487
1901.8,56.1823774,9.0398877,831.7486876607151,269719.2937753728,82210.44074273319,20.44559504,35.06334923413501,32.904,56.428998077229764,3.20848,30.246651698351524
1902.0,56.1824056,9.0398907,825.2263779494551,269729.6135084796,82213.58619738415,23.51019736,35.085683336345284,37.836,56.46494133531,3.20341,33.825229115996294
1902.2,56.1824339,9.0398936,817.8280839862301,269739.9685258228,82216.74240667035,26.86560136,35.345323090740784,43.236,56.88279107076234,2.95456,37.2380765271534
1902.4,56.1824624,9.0398966,809.3766404167101,269750.3976602769,82219.92120685197,30.265744079999997,35.46661851641118,48.708,57.07799716177855,3.2135,40.4760693503879
1902.6,56.1824913,9.0399001,800.0590551149102,269760.9790456778,82223.14641312217,32.81585112,36.1909699221339,52.812,58.24372790266778,3.96999,42.19989878258855
1902.8,56.1825209,9.0399046,790.0098425165249,269771.83088806854,82226.45405468288,35.20937264,37.60238848397645,56.664,60.5151861932193,5.23659,43.11760667211049
1903.0,56.1825516,9.0399103,779.248687660925,269783.1057342605,82229.8906278022,37.75947968,39.15404874370684,60.768,63.01234164828347,6.22925,43.96124688663063
1903.2,56.1825832,9.0399171,767.7329396294751,269794.73222673207,82233.43438270754,40.42143352,40.05658503546775,65.052,64.46483320384843,7.09521,45.259749624664686
1903.4,56.1826155,9.0399252,755.501968500915,269806.64643955126,82237.06583477482,42.85969376,41.04388058658031,68.976,66.0537315827047,8.44404,46.23978262016107
1903.6,56.1826486,9.0399353,742.7395013093651,269818.91189314245,82240.80434502942,44.358440879999996,42.618585824214016,71.38799999999999,68.58797433952982,10.23208,46.14596994527026
1903.8,56.1826828,9.0399472,729.51443569262,269831.63840937865,82244.68338717821,45.991404159999995,44.52809762948892,74.01599999999999,71.6610361074971,11.44644,45.926142814033696
