time,lat,lon,elevation,horz_distance_ft,horz_distance_m,vert_speed_mph,horz_speed_mph,vert_speed_km/u,horz_speed_km/u,heading,dive_angle
658.8,56.1821556,9.0445248,764.65879264786,71638.60941634208,21835.448150101078,-2.9303861600000003,36.812552395622184,-4.716,59.24406805748572,21.43375,-4.551313441382067
659.0,56.1821803,9.0445439,765.1476377922149,71648.43581772839,21838.443237243628,-4.473872,32.70621517038752,-7.2,52.63555801927059,23.29771,-7.789128308575563
659.2,56.1822019,9.0445619,765.83333333027,71657.13698810125,21841.095353973276,-4.98836728,28.993288120080184,-8.028,46.660180368275476,24.30627,-9.762302023629083
659.4,56.1822208,9.0445798,766.8569553775101,71664.9452388958,21843.475308815458,-4.76467368,26.352786576805084,-7.668,42.41070449780338,28.96124,-10.24855484763826
659.6,56.1822375,9.0445984,767.42782151924,71672.12699718362,21845.664308741583,-3.42251208,24.207843995464092,-5.508,38.95875357349103,32.44469,-8.047160351577585
659.8,56.1822533,9.0446176,767.805118107165,71679.09949275939,21847.78952539308,-2.2816747200000003,24.401127043772874,-3.672,39.26981252820033,33.9474,-5.342019746321301
660.0,56.1822679,9.044637,767.74934382895,71685.73786147691,21849.812900178185,0.49212592,22.60648229911308,0.792,36.38161139916703,36.92939,1.2470885543098664
660.2,56.182282,9.044657,766.80446193919,71692.30552516083,21851.814724069045,3.5790976000000003,23.184166305406276,5.760000000000001,37.311303809971584,38.03771,8.775861169720228
660.4,56.1822958,9.0446766,764.708005246285,71698.73667902172,21853.774939765844,7.56084368,22.495925694697593,12.168,36.20368776796088,37.4661,18.577412156396996
660.6,56.1823096,9.0446954,761.64698162425,71705.06791832185,21855.704701504525,10.7372928,22.066871939324805,17.28,35.51319259092316,35.50235,25.9466158117457
660.8,56.1823239,9.0447133,757.805118107205,71711.43882925736,21857.64655515767,14.18217424,22.540069109152924,22.824,36.27472971642931,34.05158,32.17803495976567
661.0,56.1823383,9.0447305,753.45800524633,71717.75955968202,21859.573113791106,16.75465064,22.127548845463956,26.964000000000002,35.610842618505956,31.99255,37.132463417255565
661.2,56.182353,9.044748,747.9429133828351,71724.20538993647,21861.53780285266,20.199532079999997,22.880924990491074,32.507999999999996,36.82328415554485,33.78643,41.43841834072514
661.4,56.1823674,9.0447663,741.1286089209201,71730.65306489517,21863.503054180077,23.599674800000003,21.924860083372085,37.980000000000004,35.28464663277783,34.98351,47.106920099205134
661.6,56.1823817,9.0447843,734.3208661387949,71737.0356569449,21865.44846823684,26.57479968,21.930382522805626,42.768,35.293534138705915,34.88042,50.46945076394611
661.8,56.1823965,9.0448023,726.3418635141551,71743.56858446474,21867.439704544882,29.37096968,22.268582718506845,47.268,35.83781466551776,34.40634,52.8311983158412
662.0,56.1824118,9.0448204,717.7591863488351,71750.26465577092,21869.48066707901,31.5407976,23.193002937680422,50.76,37.325524992958904,32.92169,53.67171201820514
662.2,56.1824282,9.0448384,708.4153543278751,71757.2889602234,21871.621675076127,33.48693192,24.264817200078987,53.892,39.05044307046976,30.75026,54.07270417982051
662.4,56.1824455,9.0448564,698.36614172949,71764.59569166173,21873.84876681853,35.5672824,25.04349508063554,57.24,40.30360380908884,29.5215,54.85000822528139
662.6,56.1824638,9.0448742,687.88057742507,71772.20107588425,21876.166887929554,37.55815544,26.40776611425763,60.443999999999996,42.49918549807749,27.91406,54.88830724565449
