time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2023-04-15T09:10:46.80Z,50.8484392,3.1466953,-31.394,-0.29,0.58,-0.95,121.613,473.765,13.28,0.00000,180.00000,3,4
2023-04-15T09:10:47.00Z,50.8484973,3.1466313,-33.243,-0.55,-0.37,-0.84,124.490,323.960,9.84,0.00000,180.00000,3,4
2023-04-15T09:10:47.20Z,50.8485187,3.1466159,-30.003,-0.60,0.35,0.07,100.371,289.268,3.68,0.00000,150.48080,3,4
2023-04-15T09:10:47.40Z,50.8485337,3.1465909,-17.578,-0.41,0.68,0.76,66.731,161.459,4.28,0.00000,150.48334,3,5
2023-04-15T09:10:47.60Z,50.8486054,3.1464861,1.880,-0.30,0.08,-0.11,55.216,123.921,2.13,0.00000,150.48462,3,6
2023-04-15T09:10:47.80Z,50.8487070,3.1463810,16.788,-0.32,0.04,1.33,41.559,91.355,3.18,0.00000,150.48652,3,7
2023-04-15T09:10:48.00Z,50.8487501,3.1463430,15.714,-0.37,0.04,0.96,35.222,75.254,2.78,0.00000,150.48818,3,7
2023-04-15T09:10:48.20Z,50.8487585,3.1463345,13.731,-0.21,0.26,0.95,29.330,64.267,2.44,0.00000,150.48964,3,8
2023-04-15T09:10:48.40Z,50.8487548,3.1463299,10.166,-0.36,0.09,0.55,25.167,55.126,1.98,0.00000,150.49084,3,9
2023-04-15T09:10:48.60Z,50.8487541,3.1463251,8.856,-0.30,-0.18,0.41,22.188,48.210,1.63,0.00000,150.49180,3,9
2023-04-15T09:10:48.80Z,50.8487562,3.1463223,9.590,0.16,-0.25,0.23,19.825,42.685,1.24,0.00000,150.49254,3,9
2023-04-15T09:10:49.00Z,50.8487531,3.1463262,11.070,0.18,0.07,0.22,17.943,38.474,1.25,0.00000,150.49330,3,9
2023-04-15T09:10:49.20Z,50.8487481,3.1463316,11.906,0.16,-0.08,0.33,16.400,34.922,1.30,0.00000,150.49408,3,9
2023-04-15T09:10:49.40Z,50.8487434,3.1463371,12.003,0.03,-0.22,0.33,14.955,31.587,1.15,0.00000,150.49476,3,9
2023-04-15T09:10:49.60Z,50.8487328,3.1463472,12.058,-0.04,0.20,0.16,13.633,28.515,0.75,0.00000,150.49522,3,10
2023-04-15T09:10:49.80Z,50.8487264,3.1463479,10.840,0.13,0.00,0.41,12.690,26.071,1.07,0.00000,150.49586,3,12
2023-04-15T09:10:50.00Z,50.8487239,3.1463453,10.616,0.00,-0.12,0.25,11.946,24.187,0.97,0.00000,150.49644,3,12
2023-04-15T09:10:50.20Z,50.8487195,3.1463439,10.475,0.01,-0.22,-0.15,11.366,22.638,0.66,0.00000,150.49684,3,12
2023-04-15T09:10:50.40Z,50.8487142,3.1463449,10.516,0.26,-0.66,-0.07,10.957,21.607,0.66,0.00000,150.49726,3,12
2023-04-15T09:10:50.60Z,50.8487084,3.1463437,10.503,-0.46,-0.28,0.01,10.524,20.553,0.88,0.00000,150.49778,3,12
2023-04-15T09:10:50.80Z,50.8487035,3.1463433,11.555,-0.32,-0.09,0.14,10.107,19.701,0.83,0.00000,150.49826,3,11
2023-04-15T09:10:51.00Z,50.8487006,3.1463350,11.538,-0.11,-0.21,0.34,9.733,18.943,0.80,0.00000,150.49874,3,11
