time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2023-04-15T10:07:34.00Z,50.8487809,3.1460866,44.262,-0.29,-0.50,0.93,41.649,69.921,2.23,239.71070,35.20492,3,7
2023-04-15T10:07:34.20Z,50.8487904,3.1460822,43.723,0.45,-0.31,0.73,34.860,34.957,1.17,239.71070,35.20791,3,9
2023-04-15T10:07:34.40Z,50.8487874,3.1460917,44.243,-0.40,-0.28,-0.01,28.158,35.037,0.62,239.71070,35.20949,3,10
2023-04-15T10:07:34.60Z,50.8487838,3.1460929,44.287,-1.35,-0.44,-0.75,23.175,31.351,0.72,206.34432,17.65187,3,11
2023-04-15T10:07:34.80Z,50.8487841,3.1460952,44.402,-0.65,0.32,-0.21,20.212,28.640,0.49,195.51250,34.70279,3,9
2023-04-15T10:07:35.00Z,50.8487799,3.1460989,42.901,-0.62,0.22,0.03,17.608,24.982,0.52,178.84992,36.04056,3,12
2023-04-15T10:07:35.20Z,50.8487752,3.1461033,41.468,-0.17,-0.22,0.44,15.312,22.109,0.62,178.84992,36.04210,3,12
2023-04-15T10:07:35.40Z,50.8487648,3.1461028,39.875,-0.41,-0.43,0.19,13.540,19.703,0.35,208.03606,28.50070,3,16
2023-04-15T10:07:35.60Z,50.8487559,3.1461044,38.004,0.20,-0.13,0.39,11.996,17.427,0.38,208.03606,28.50214,3,17
2023-04-15T10:07:35.80Z,50.8487504,3.1461091,35.827,0.29,-0.62,0.48,10.640,15.379,0.20,254.73524,26.49288,3,15
2023-04-15T10:07:36.00Z,50.8487426,3.1461151,33.160,-0.06,-0.08,1.47,9.535,13.625,0.42,254.73524,26.49788,3,17
2023-04-15T10:07:36.20Z,50.8487350,3.1461180,31.372,0.15,-1.24,1.43,8.643,12.193,0.34,268.67894,20.49172,3,18
2023-04-15T10:07:36.40Z,50.8487304,3.1461204,30.032,-0.74,-0.50,0.38,7.909,10.987,0.45,237.19884,17.43564,3,18
2023-04-15T10:07:36.60Z,50.8487272,3.1461221,29.436,-0.15,-0.05,0.14,7.376,10.225,0.53,237.19884,17.43835,3,19
2023-04-15T10:07:36.80Z,50.8487250,3.1461241,29.261,0.10,0.12,0.16,6.936,9.573,0.37,237.19884,17.44028,3,19
2023-04-15T10:07:37.00Z,50.8487244,3.1461249,28.715,0.13,0.00,0.14,6.632,9.112,0.36,237.19884,17.44213,3,21
2023-04-15T10:07:37.20Z,50.8487221,3.1461260,28.003,-0.11,0.12,0.27,6.343,8.551,0.49,237.19884,17.44468,3,21
2023-04-15T10:07:37.40Z,50.8487203,3.1461314,26.969,0.10,0.16,-0.05,5.935,7.832,0.29,237.19884,17.44618,3,23
2023-04-15T10:07:37.60Z,50.8487176,3.1461354,26.315,-0.05,0.17,0.13,5.592,7.265,0.30,237.19884,17.44774,3,22
2023-04-15T10:07:37.80Z,50.8487168,3.1461382,26.245,0.00,-0.13,0.12,5.307,6.830,0.29,237.19884,17.44922,3,22
2023-04-15T10:07:38.00Z,50.8487149,3.1461407,25.700,0.02,-0.24,0.04,4.985,6.386,0.15,237.19884,17.45050,3,23
2023-04-15T10:07:38.20Z,50.8487124,3.1461403,25.353,-0.13,-0.60,0.20,4.741,6.075,0.20,243.17006,27.47861,3,23
2023-04-15T10:07:38.40Z,50.8487121,3.1461389,25.176,0.12,-0.61,0.37,4.568,5.864,0.29,260.08222,30.78683,3,24
2023-04-15T10:07:38.60Z,50.8487127,3.1461398,24.873,0.00,-0.16,0.04,4.387,5.614,0.18,260.08222,30.78736,3,24
2023-04-15T10:07:38.80Z,50.8487128,3.1461399,24.751,-0.12,-0.58,-0.12,4.266,5.449,0.22,259.11640,33.77026,3,24
2023-04-15T10:07:39.00Z,50.8487126,3.1461382,24.763,-0.40,-0.54,0.06,4.178,5.355,0.35,243.81696,28.20981,3,24
2023-04-15T10:07:39.20Z,50.8487124,3.1461351,25.026,-0.54,-0.49,0.14,4.039,5.174,0.30,230.05490,21.12595,3,24
2023-04-15T10:07:39.40Z,50.8487104,3.1461306,25.018,-0.55,-1.66,-0.30,3.931,5.063,0.27,247.38092,10.57243,3,24
2023-04-15T10:07:39.60Z,50.8487085,3.1461275,24.897,0.12,-0.04,0.27,3.798,4.928,0.42,247.38092,10.57603,3,23
2023-04-15T10:07:39.80Z,50.8487058,3.1461274,24.548,0.01,0.33,0.46,3.639,4.750,0.43,247.38092,10.58080,3,24
2023-04-15T10:07:40.00Z,50.8487053,3.1461276,24.293,-0.18,-0.16,0.33,3.548,4.645,0.45,247.38092,10.58459,3,24
2023-04-15T10:07:40.20Z,50.8487058,3.1461269,24.343,0.14,0.25,0.24,3.477,4.601,0.39,247.38092,10.58793,3,24
2023-04-15T10:07:40.40Z,50.8487051,3.1461273,24.195,0.05,0.14,0.46,3.387,4.473,0.46,247.38092,10.59205,3,24
2023-04-15T10:07:40.60Z,50.8487046,3.1461278,24.055,-0.05,0.31,0.28,3.305,4.359,0.34,247.38092,10.59562,3,24
2023-04-15T10:07:40.80Z,50.8487042,3.1461292,23.917,0.19,0.34,0.24,3.232,4.249,0.27,256.99182,43.65309,3,24
2023-04-15T10:07:41.00Z,50.8487029,3.1461307,23.863,-0.14,0.40,0.12,3.154,4.160,0.21,172.56196,37.89131,3,23
2023-04-15T10:07:41.20Z,50.8487026,3.1461316,23.908,-0.05,0.18,0.05,3.091,4.093,0.25,172.56196,37.89191,3,23
2023-04-15T10:07:41.40Z,50.8487027,3.1461330,23.977,-0.10,0.05,0.20,3.035,4.014,0.45,172.56196,37.89299,3,24
2023-04-15T10:07:41.60Z,50.8487035,3.1461357,24.011,0.02,0.15,0.10,2.958,3.900,0.24,172.56196,37.89355,3,24
2023-04-15T10:07:41.80Z,50.8487047,3.1461374,24.224,-0.04,-0.01,0.20,2.892,3.825,0.39,172.56196,37.89449,3,24
2023-04-15T10:07:42.00Z,50.8487059,3.1461392,24.308,-0.13,0.10,0.16,2.839,3.758,0.38,172.56196,37.89539,3,24
2023-04-15T10:07:42.20Z,50.8487057,3.1461410,24.402,-0.19,0.16,0.20,2.786,3.692,0.35,155.84004,37.40833,3,25
2023-04-15T10:07:42.40Z,50.8487053,3.1461426,24.529,-0.31,0.01,0.31,2.733,3.635,0.32,171.01734,26.10464,3,25
2023-04-15T10:07:42.60Z,50.8487057,3.1461437,24.609,-0.03,-0.03,0.23,2.690,3.574,0.40,171.01734,26.10602,3,25
2023-04-15T10:07:42.80Z,50.8487064,3.1461456,24.844,-0.08,-0.01,0.05,2.642,3.489,0.29,171.01734,26.10702,3,24
2023-04-15T10:07:43.00Z,50.8487069,3.1461473,24.894,-0.02,-0.01,0.10,2.600,3.426,0.35,171.01734,26.10822,3,24
2023-04-15T10:07:43.20Z,50.8487080,3.1461486,25.063,0.03,-0.03,0.07,2.559,3.362,0.33,171.01734,26.10935,3,24
2023-04-15T10:07:43.40Z,50.8487090,3.1461497,25.300,0.03,0.02,0.07,2.519,3.299,0.28,171.01734,26.11029,3,24
