time,lat,lon,elevation,horz_distance_ft,horz_distance_m,x_axis_distance_ft,x_axis_distance_m,y_axis_distance_ft,y_axis_distance_m,vert_speed_mph,horz_speed_mph,vert_speed_km/u,horz_speed_km/u,heading,dive_angle
0.0,56.1831282,9.0420035,-148.65157480255502,0.0,0.0,0.0,0.0,0.0,0.0,0.60397272,1.4855006754055469,0.9720000000000001,2.3906819110872948,0.0,22.12560465418927
0.2,56.18314,9.0420367,-146.51574803091,8.020695165806764,2.444707886537902,6.7585594821721315,2.0600089301588014,4.313001323491335,1.314602803438902,0.58160336,1.556238802805811,0.936,2.5045239068533562,0.0,20.491908519156333
0.4,56.1831751,9.0419605,-113.28083989456,28.155608759498215,8.581829549895057,-8.767378069227561,-2.672296835517045,17.120647829025984,5.218373458832502,0.6487114399999999,1.645326874344407,1.044,2.647897278974394,0.0,21.518083651209167
0.6,56.1831983,9.0419655,-105.69225721742501,36.69169803300032,11.183629560458499,-7.754283638205379,-2.363505652931053,25.592966977506876,7.800736335106194,0.82766632,1.8981031376163728,1.332,3.054701294725885,0.0,23.559569441413892
0.8,56.1832079,9.041977,-99.32086614133502,40.909258097318556,12.469141868062696,-5.41444461629726,-1.6503227190696634,29.09992317482829,8.869656583294272,0.8947744000000001,2.059560957521039,1.4400000000000002,3.314542502367408,0.0,23.482492912566244
1.0,56.183207,9.0419907,-94.977034120355,43.71967359366824,13.32575651135008,-2.6242428203113377,-0.7998692116234452,28.77297818660736,8.770003750920296,0.3355404,2.3216766377066835,0.54,3.736376854654787,0.0,8.223732389301345
1.2,56.1832064,9.0420028,-90.147637794915,46.1945469838805,14.080097920686777,-0.159947243751958,-0.048751919879578054,28.555383127182722,8.70368077699095,0.6710808,2.166250485548804,1.08,3.4862426765788985,0.0,17.212411566679663
1.4,56.1832095,9.0420161,-83.96981627263,49.13129854891835,14.975219797710315,2.547904970822856,0.7766014350927435,29.68902739882469,9.04921555146575,0.02236936,2.4966651036226684,0.036000000000000004,4.017993529113754,288.37304,0.5133390226661584
1.6,56.1831984,9.0420494,-66.83070866115001,57.03498302602142,17.38426282633133,9.331913080299273,2.844367106910795,25.63989068567753,7.815038681030273,-0.08947744,1.8728912809704934,-0.14400000000000002,3.014126739206565,288.37304,-2.7352279275470117
1.8,56.1831874,9.0420716,-53.618766403985006,63.085047275723426,19.2283224096405,13.85538929910399,4.223122658382636,21.625893965363503,6.591572480276227,0.0,1.9424025153773827,0.0,3.125994241837307,274.81058,0.0
2.0,56.1831805,9.0420864,-44.20931758512501,67.01506619210124,20.426192175352462,16.87094498076476,5.142264030117076,19.10813272371888,5.824158854782581,-0.20132424,2.1550182143684764,-0.324,3.468166085988386,265.71666,-5.337145863310258
2.2,56.1831716,9.0420978,-37.49343832006001,71.01064079803368,21.644043315240665,19.194537765113637,5.85049511078978,15.859630532562733,4.8340153861790895,0.22369360000000002,1.7230216443740214,0.36000000000000004,2.772934907277847,267.24068,7.3971274882268645
2.4,56.1831653,9.0421091,-30.446194225599996,74.26587135650243,22.636237589461942,21.497186905238777,6.5523425687570125,13.560530882328749,4.133249812759459,0.71581952,2.013863675250092,1.1520000000000001,3.240999845726624,276.82208,19.56754628439564
2.6,56.1831589,9.0421215,-22.962598425105,77.70797568326648,23.685390988259627,24.02387412218377,7.322476832428947,11.225052490830421,3.421395999379456,-0.71581952,1.751393752284976,-1.1520000000000001,2.8185953948731273,286.77298,-22.230532359144195
2.8,56.1831499,9.0421331,-17.778871391004998,81.75697862969825,24.91952708633203,26.388222185662016,8.043130122241564,7.940060418099165,2.4201304158195853,0.06710808,1.5460772136440855,0.108,2.4881704121703563,294.41798,2.485385429475491
3.0,56.1831418,9.0421428,-14.954068241409999,85.31519290649467,26.00407079789958,28.365435308311135,8.645784682012163,4.983475808054209,1.5189634263515472,0.8500356800000001,1.5311169223814936,1.368,2.464094154045255,294.75158,29.037877975699907
3.2,56.1831353,9.0421507,-12.77230971123501,88.18374863997842,26.878406585465424,29.975721888942644,9.136600031808484,2.6109225563704967,0.7958091953769326,0.29080168,1.0755917779826114,0.468,1.7309974003446684,292.14924,15.129031020275265
3.4,56.1831304,9.0421549,-12.270341207299992,90.16775153434006,27.48313066766685,30.832146220840514,9.397638168127742,0.8221640214323997,0.25059559382498264,-0.49212592,0.18034754598447966,-0.792,0.2902412789387478,292.14924,-69.87381881813094
3.6,56.1831271,9.0421582,-11.771653543260015,91.5480622762832,27.90384938181112,31.50492843007669,9.602702185511589,-0.382451381534338,-0.11657118052244186,0.7829276,0.5871690692056373,1.26,0.9449571418852815,317.70652,53.13134965786832
