time,lat,lon,elevation,horz_distance_ft,horz_distance_m,x_axis_distance_ft,x_axis_distance_m,y_axis_distance_ft,y_axis_distance_m,vert_speed_mph,horz_speed_mph,vert_speed_km/u,horz_speed_km/u,heading,dive_angle
0.0,56.183297,9.042004,-375.770997373825,0.0,0.0,0.0,0.0,0.0,0.0,2.2816747200000003,9.729951639940246,3.672,15.65884133644632,0.0,13.197405481991584
1.0,56.1830554,9.0420187,-250.656167978,88.308635880913,26.916472216502285,3.047398049850017,0.9288469256134704,-88.22070251405239,-26.889670126140118,-8.925374640000001,2.3492088444076398,-14.364,3.7806856521006873,0.0,-75.25387936789502
1.2,56.1829805,9.0420982,-181.66010498615003,120.10453651768333,36.607862730589886,19.2543140091002,5.868714910000563,-115.56127162650228,-35.22307559102774,-2.05798112,3.9210240368716125,-3.3120000000000003,6.310277331464917,0.0,-27.693097661984893
1.4,56.1829808,9.0421507,-142.52952755848503,130.8010529019224,39.86816092450595,29.945922570535913,9.127517199551221,-115.44519302621484,-35.187694834545255,-1.1408373600000001,3.564668238050069,-1.836,5.736778189890211,307.218,-17.74676421065695
1.6,56.1829878,9.0421834,-118.81561679742502,137.9370103678748,42.043200760128244,36.60374545282684,11.156821614073124,-112.88500502333045,-34.40734953060746,0.73818888,3.0138095193837087,1.1880000000000002,4.850256900412596,285.42872,13.762813217954397
1.8,56.1829952,9.0421816,-103.03149606258002,140.6650325865405,42.87470193237755,36.23552098614164,11.04458679666277,-110.18304930254817,-33.58379342686385,-0.44738720000000004,3.901834570773354,-0.7200000000000001,6.279394875304468,293.354,-6.541010641996067
2.0,56.1829904,9.0422051,-89.56692913350003,145.7637411729574,44.428788309517415,41.02238945476711,12.50362430588575,-111.9328865967691,-34.11714383400977,-1.677702,2.232681776240679,-2.7,3.5931534896243993,293.354,-36.92226485694038
2.2,56.1829948,9.0422102,-79.69160104955002,147.67767725179635,45.012156026347526,42.06002567941323,12.819895827153232,-110.32554933056235,-33.627227435819805,-2.16982792,3.133148100277217,-3.492,5.042313754617021,270.85146,-34.70411981203252
2.4,56.1829977,9.0422527,-58.74671915987001,156.40087135978317,47.6709855904619,50.71453954023309,15.457791651948355,-109.26128669083118,-33.3028401825577,-1.92376496,1.828549807585713,-3.096,2.9427660457467564,270.85146,-46.45357099967753
2.6,56.1830222,9.0422389,-50.42979002604501,165.78206757405962,50.53037419657337,47.898677963763475,14.599517043447122,-100.31660170480609,-30.576500199735165,-0.69345016,1.243261579948023,-1.116,2.0008358253489966,270.85146,-29.15133175724653
