time,lat,lon,elevation,horz_distance_ft,horz_distance_m,vert_speed_mph,horz_speed_mph,vert_speed_km/u,horz_speed_km/u,heading,dive_angle
0.0,56.1831282,9.0420035,-148.65157480255502,0.0,0.0,0.60397272,1.4855006754055469,0.9720000000000001,2.3906819110872948,0.0,22.12560465418927
0.2,56.18314,9.0420367,-146.51574803091,8.020695165806764,2.444707886537902,0.58160336,1.556238802805811,0.936,2.5045239068533562,0.0,20.491908519156333
0.4,56.1831751,9.0419605,-113.28083989456,28.155608759498215,8.581829549895057,0.6487114399999999,1.645326874344407,1.044,2.647897278974394,0.0,21.518083651209167
0.6,56.1831983,9.0419655,-105.69225721742501,36.69169803300032,11.183629560458499,0.82766632,1.8981031376163728,1.332,3.054701294725885,0.0,23.559569441413892
0.8,56.1832079,9.041977,-99.32086614133502,40.909258097318556,12.469141868062696,0.8947744000000001,2.059560957521039,1.4400000000000002,3.314542502367408,0.0,23.482492912566244
1.0,56.183207,9.0419907,-94.977034120355,43.71967359366824,13.32575651135008,0.3355404,2.3216766377066835,0.54,3.736376854654787,0.0,8.223732389301345
1.2,56.1832064,9.0420028,-90.147637794915,46.1945469838805,14.080097920686777,0.6710808,2.166250485548804,1.08,3.4862426765788985,0.0,17.212411566679663
1.4,56.1832095,9.0420161,-83.96981627263,49.13129854891835,14.975219797710315,0.02236936,2.4966651036226684,0.036000000000000004,4.017993529113754,288.37304,0.5133390226661584
1.6,56.1831984,9.0420494,-66.83070866115001,57.03498302602142,17.38426282633133,-0.08947744,1.8728912809704934,-0.14400000000000002,3.014126739206565,288.37304,-2.7352279275470117
1.8,56.1831874,9.0420716,-53.618766403985006,63.085047275723426,19.2283224096405,0.0,1.9424025153773827,0.0,3.125994241837307,274.81058,0.0
2.0,56.1831805,9.0420864,-44.20931758512501,67.01506619210124,20.426192175352462,-0.20132424,2.1550182143684764,-0.324,3.468166085988386,265.71666,-5.337145863310258
2.2,56.1831716,9.0420978,-37.49343832006001,71.01064079803368,21.644043315240665,0.22369360000000002,1.7230216443740214,0.36000000000000004,2.772934907277847,267.24068,7.3971274882268645
2.4,56.1831653,9.0421091,-30.446194225599996,74.26587135650243,22.636237589461942,0.71581952,2.013863675250092,1.1520000000000001,3.240999845726624,276.82208,19.56754628439564
2.6,56.1831589,9.0421215,-22.962598425105,77.70797568326648,23.685390988259627,-0.71581952,1.751393752284976,-1.1520000000000001,2.8185953948731273,286.77298,-22.230532359144195
2.8,56.1831499,9.0421331,-17.778871391004998,81.75697862969825,24.91952708633203,0.06710808,1.5460772136440855,0.108,2.4881704121703563,294.41798,2.485385429475491
3.0,56.1831418,9.0421428,-14.954068241409999,85.31519290649467,26.00407079789958,0.8500356800000001,1.5311169223814936,1.368,2.464094154045255,294.75158,29.037877975699907
3.2,56.1831353,9.0421507,-12.77230971123501,88.18374863997842,26.878406585465424,0.29080168,1.0755917779826114,0.468,1.7309974003446684,292.14924,15.129031020275265
3.4,56.1831304,9.0421549,-12.270341207299992,90.16775153434006,27.48313066766685,-0.49212592,0.18034754598447966,-0.792,0.2902412789387478,292.14924,-69.87381881813094
3.6,56.1831271,9.0421582,-11.771653543260015,91.5480622762832,27.90384938181112,0.7829276,0.5871690692056373,1.26,0.9449571418852815,317.70652,53.13134965786832
3.8,56.1831223,9.0421625,-10.515091863474993,93.50819075476763,28.501296542053172,0.08947744,0.5377958889913057,0.14400000000000002,0.8654987001723342,317.70652,9.446232772414952
4.0,56.1831193,9.0421636,-10.291994750615004,94.62678664429451,28.84224456918097,0.0,0.5026888448522088,0.0,0.8089993819527924,245.9564,0.0
4.2,56.1831181,9.0421632,-10.557742782110012,95.07266382586519,28.97814793412371,0.46975656,1.0201997818878261,0.756,1.6418526121427588,229.33884,24.723964917885723
4.4,56.1831178,9.0421619,-10.859580052449985,95.35929343851112,29.06551264005819,0.60397272,1.082085275906878,0.9720000000000001,1.7414476736324866,250.74222,29.168346031418096
4.6,56.1831175,9.0421615,-10.465879265050006,95.49586355597813,29.107139211862137,0.02236936,0.8905702683636008,0.036000000000000004,1.4332341050923956,253.13018,1.4388538719509691
4.8,56.1831169,9.0421629,-9.694881889724996,95.85557780213631,29.21678011409115,0.13421616,1.0755917779826114,0.216,1.7309974003446684,277.16892,7.11280512587705
5.0,56.1831167,9.0421638,-9.278215223059988,96.0529563624535,29.27694109927583,-0.29080168,0.6452309958345052,-0.468,1.0383987673336288,267.6457,-24.260799584868057
5.2,56.1831162,9.0421646,-9.24868766400499,96.29775483395744,29.351555673390234,0.26843232,0.26182664599485517,0.432,0.4213691967859065,267.6457,45.71372233012049
5.4,56.1831155,9.0421652,-9.097769028834989,96.58118383975528,29.437944834357417,-0.31317104,0.15817526146803113,-0.5040000000000001,0.25455844122715715,267.6457,-63.20274241235701
5.6,56.1831151,9.0421654,-8.667979002589988,96.73288082991958,29.484182076959495,-0.31317104,0.8384780944470095,-0.5040000000000001,1.3493998666073745,304.27606,-20.480628533086854
5.8,56.1831147,9.0421661,-8.530183727000008,96.93706202498089,29.546416505214182,0.08947744,1.0841642120711006,0.14400000000000002,1.7447933975115792,331.05966,4.718000268170975
6.0,56.1831152,9.042167,-8.513779527525003,97.19587164675855,29.62530167793201,-0.15658552,1.0187272772254163,-0.25200000000000006,1.6394828452899408,339.39216,-8.738373868402732
6.2,56.1831155,9.0421684,-8.523622047210011,97.50142578926352,29.71843458056753,0.11184680000000001,0.40326937239656574,0.18000000000000002,0.6489992295835182,344.62024,15.501359566936996
6.4,56.1831151,9.042169,-8.572834645634998,97.69193589055455,29.776502059441032,0.31317104,0.40326937239656574,0.5040000000000001,0.6489992295835182,344.62024,37.83220836158625
6.6,56.1831147,9.0421692,-8.582677165320007,97.84363287859411,29.82273930139549,0.20132424,0.2766937021724,0.324,0.4452954075667073,344.62024,36.039893430303856
6.8,56.1831143,9.0421697,-8.536745406790004,98.0217574710307,29.877031677170166,0.04473872,0.37230034905471043,0.07200000000000001,0.5991594111753566,333.71428,6.852282245439308
7.0,56.183114,9.0421698,-8.645013123325015,98.13322676252601,29.911007517217936,0.11184680000000001,0.0500194095731647,0.18000000000000002,0.08049844718999243,333.71428,65.90515744788931
7.2,56.183114,9.0421698,-8.667979002589988,98.13322676252601,29.911007517217936,-0.04473872,0.04473872,-0.07200000000000001,0.07200000000000001,333.71428,-45.0
7.4,56.1831137,9.0421697,-8.920603674505003,98.244696058612,29.94498335866495,0.04473872,0.1500582287194941,0.07200000000000001,0.24149534156997732,333.71428,16.601549599020238
7.6,56.1831135,9.0421696,-9.012467191565008,98.3205445573314,29.96810198107462,0.04473872,0.2203126457571857,0.07200000000000001,0.35455888086465975,333.71428,11.478922718978371
7.8,56.1831132,9.0421698,-8.976377952720014,98.43746590926732,30.003739609144688,-0.08947744,0.1000388191463294,-0.14400000000000002,0.16099689437998485,333.71428,-41.810314895778596
8.0,56.1831129,9.0421701,-8.946850393664988,98.56294871625404,30.041986768714242,0.06710808,0.02236936,0.108,0.036000000000000004,333.71428,71.56505117707799
8.2,56.1831123,9.0421705,-9.00262467188,98.79679142598346,30.11326202663977,0.02236936,0.18034754598447966,0.036000000000000004,0.2902412789387478,333.71428,7.070555116965825
8.4,56.1831119,9.042171,-9.025590551145001,98.97491601728005,30.16755440206697,0.04473872,0.08065387447931315,0.07200000000000001,0.1297998459167036,333.71428,29.017140624601524
8.6,56.1831114,9.0421716,-9.107611548519998,99.19469872796618,30.2345441722841,0.04473872,0.12046269023012231,0.07200000000000001,0.1938659330568422,333.71428,20.37452718873519
8.8,56.183111,9.0421722,-9.219160104949992,99.38520883492336,30.29261165288465,0.13421616,0.11184680000000001,0.216,0.18000000000000002,333.71428,50.19442890773481
9.0,56.1831106,9.0421726,-9.265091863479995,99.55251924733865,30.343607866588826,0.06710808,0.22144536605524354,0.108,0.35638181771802,333.71428,16.859210075637087
9.2,56.1831103,9.0421729,-9.235564304424997,99.67800205531091,30.38185502645877,0.02236936,0.1613077489586263,0.036000000000000004,0.2595996918334072,333.71428,7.895142105045791
9.4,56.1831099,9.042173,-9.333989501275,99.82553774022585,30.426823903220846,0.0,0.14323379119186086,0.0,0.23051247254758256,333.71428,0.0
9.6,56.1831091,9.0421736,-9.27165354327002,100.14231721533875,30.523378287235257,0.08947744,0.3179283408183976,0.14400000000000002,0.5116561345278682,31.22581,15.718673394001316
9.8,56.1831086,9.0421742,-9.232283464530013,100.36209992709394,30.590368057778235,0.08947744,0.11184680000000001,0.14400000000000002,0.18000000000000002,31.22581,38.65980825409009
10.0,56.1831079,9.0421751,-9.278215223059988,100.67675847170848,30.68627598217675,0.08947744,0.19242851073557268,0.14400000000000002,0.3096837096135346,31.22581,24.937982703241797
10.2,56.1831077,9.0421756,-9.24868766400499,100.80211631618353,30.724485053172742,0.13421616,0.04473872,0.216,0.07200000000000001,31.22581,71.56505117707799
10.4,56.1831072,9.0421762,-9.261811023585011,101.02189903329503,30.79147482534833,0.08947744,0.12046269023012231,0.14400000000000002,0.1938659330568422,31.22581,36.60427644270565
10.6,56.1831069,9.0421767,-9.31430446190501,101.1715218927597,30.83707987291316,0.08947744,0.11184680000000001,0.14400000000000002,0.18000000000000002,31.22581,38.65980825409009
10.8,56.1831067,9.0421771,-9.406167978965016,101.28097047080719,30.870439799502037,-0.06710808,0.07073812740026414,-0.108,0.11384199576606165,31.22581,-43.491519345092
11.0,56.1831064,9.0421775,-9.42257217844002,101.41754060691123,30.91206637698655,-0.15658552,0.08065387447931315,-0.25200000000000006,0.1297998459167036,31.22581,-62.747966325125816
11.2,56.1831062,9.0421778,-9.488188976340012,101.51279566581626,30.941100118940803,0.02236936,0.04473872,0.036000000000000004,0.07200000000000001,31.22581,26.56505117707799
11.4,56.183106,9.0421779,-9.59317585298001,101.58864415774985,30.964218739282163,-0.04473872,0.18034754598447966,-0.07200000000000001,0.2902412789387478,31.22581,-13.932091549258061
11.6,56.1831057,9.0421781,-9.655511810985018,101.70556551772512,30.999856369802625,-0.06710808,0.3606950919689593,-0.108,0.5804825578774956,31.22581,-10.53949331071694
11.8,56.1831051,9.0421779,-9.79658792647001,101.92850411029363,31.067808052817504,0.3355404,1.2904619916690103,0.54,2.0767975346672576,240.38594,14.575059691113653
12.0,56.1831044,9.0421769,-9.937664041955003,102.25545405890439,31.16746239715406,0.20132424,0.9574504189748874,0.324,1.5408672882503542,238.87596,11.874660125283883
12.2,56.1831041,9.0421757,-10.219816272924987,102.52337180731364,31.2491237268692,0.29080168,1.048500368231071,0.468,1.687397996917147,251.7728,15.501359566936992
12.4,56.1831042,9.0421748,-10.229658792609996,102.71033402947052,31.30610981218262,0.53686464,1.0515978649889015,0.864,1.6923829353902147,282.05964,27.045345865562833
12.6,56.1831048,9.0421745,-10.272309711245015,102.93787951468356,31.375465676075553,0.24606296,0.8526805683691571,0.396,1.372256535783306,303.08864,16.09685889945099
12.8,56.1831054,9.0421748,-10.239501312295005,103.16542500300062,31.444821540914592,0.29080168,0.6279378585863135,0.468,1.0105681570285105,339.84972,24.84912937352149
13.0,56.183106,9.0421747,-10.337926509145007,103.38555318844064,31.51191661183671,-0.08947744,0.7908763073401553,-0.14400000000000002,1.2727922061357855,347.23496,-6.4548302474551145
13.2,56.1831064,9.0421747,-10.393700787360018,103.5316754313208,31.556454671466586,-0.06710808,0.4966803957648548,-0.108,0.7993297192022826,348.35632,-7.694817733381665
13.4,56.1831066,9.0421746,-10.36089238840998,103.60752392878778,31.579573293494523,-0.06710808,0.6710808,-0.108,1.08,318.5967,-5.710593137499642
13.6,56.1831067,9.0421743,-10.229658792609996,103.67872842635381,31.601276424352648,0.08947744,0.690919971151767,0.14400000000000002,1.1119280552265962,309.2237,7.37900799268263
13.8,56.1831069,9.0421737,-10.19028871386999,103.82113741869564,31.644682685218438,0.13421616,0.8908511610589199,0.216,1.4336861581252711,309.10904,8.567778077422444
14.0,56.1831071,9.0421732,-10.141076115445003,103.94649526594914,31.682891757061306,0.0,0.7276062027529431,0.0,1.1709688296449228,311.70972,0.0
14.2,56.1831073,9.0421728,-10.042650918595001,104.05594384673452,31.716251684484693,0.06710808,0.6023134511506115,0.108,0.9693296652842109,304.09904,6.357515056182175
14.4,56.1831073,9.0421725,-10.055774278174994,104.11706338806512,31.73488092068226,0.0,0.1500582287194941,0.0,0.24149534156997732,304.09904,0.0
14.6,56.1831074,9.0421725,-10.147637795235,104.15359394849015,31.74601543549981,-0.06710808,0.22369360000000002,-0.108,0.36000000000000004,304.09904,-16.69924423399362
14.8,56.1831073,9.0421726,-10.200131233554998,104.19542155104611,31.758764488758864,0.0,0.24092538046024461,0.0,0.3877318661136844,304.09904,0.0
15.0,56.183107,9.0421731,-10.328083989459998,104.34504441008451,31.804369536193768,0.11184680000000001,0.3809364741984994,0.18000000000000002,0.6130579091733505,229.19312,16.36277217931466
15.2,56.1831067,9.0421736,-10.396981627255002,104.49466726735915,31.849974583091075,0.24606296,0.3982751317602484,0.396,0.6409617773315349,190.1231,31.708666025892907
15.4,56.1831064,9.0421743,-10.344488188935003,104.67452442312626,31.90479504416889,0.08947744,0.26182664599485517,0.14400000000000002,0.4213691967859065,190.1231,18.867507094071446
15.6,56.1831063,9.0421748,-10.403543307044998,104.78274246499855,31.937779903331563,0.08947744,0.4343344064050409,0.14400000000000002,0.6989935622021136,159.141,11.640676498726375
