time,lat,lon,elevation,horz_distance,vert_speed_mph,horz_speed_mph,vert_speed_km,horz_speed_km,dive_angle
707.2,56.1832408,9.0441969,8.339895013089972,72543.72459570665,0.29080168,0.3421854094397457,0.468,0.5506941074680208,40.35910045666124
707.4,56.1832407,9.0441966,8.188976377919971,72543.79580002202,0.06710808,0.14323379119186086,0.108,0.23051247254758256,25.10409025022139
707.6,56.1832407,9.044196,8.041338582645011,72543.9180386807,0.26843232,0.6023134511506115,0.432,0.9693296652842109,24.02104210855633
707.8,56.1832407,9.0441955,7.965879265059982,72544.01990422935,0.11184680000000001,0.0500194095731647,0.18000000000000002,0.08049844718999243,65.90515744788931
708.0,56.1832406,9.0441954,7.942913385794981,72544.06173179774,0.0,0.09490515688081866,0.0,0.15273506473629428,0.0
708.2,56.1832405,9.0441954,7.854330708629988,72544.0982623596,-0.06710808,0.12046269023012231,-0.108,0.1938659330568422,-29.121568070351433
708.4,56.1832404,9.0441954,7.860892388420012,72544.13479292147,0.0,0.25504994547195653,0.0,0.41046315303568964,0.0
708.6,56.1832402,9.0441956,7.703412073459987,72544.21844806231,-0.02236936,0.20623530900118922,-0.036000000000000004,0.33190360046254397,-6.190399458571858
708.8,56.18324,9.0441961,7.526246719129972,72544.34380562506,-0.08947744,0.6673421592111082,-0.14400000000000002,1.0739832400926934,-7.636689980663375
709.0,56.1832396,9.0441966,7.454068241439984,72544.52193002547,-0.02236936,0.4718821661498472,-0.036000000000000004,0.7594208319502435,-2.7140486551195937
709.2,56.1832394,9.0441967,7.421259842490002,72544.59777850563,0.0,0.0500194095731647,0.0,0.08049844718999243,0.0
709.4,56.1832393,9.0441966,7.388451443539992,72544.63960607638,-0.06710808,0.15817526146803113,-0.108,0.25455844122715715,-22.98976777360885
709.6,56.1832392,9.0441964,7.316272965849976,72544.69433026174,-0.08947744,0.14147625480052828,-0.14400000000000002,0.2276839915321233,-32.31153323742385
709.8,56.1832392,9.0441964,7.234251968474979,72544.69433026174,-0.08947744,0.0500194095731647,-0.14400000000000002,0.08049844718999243,-60.79406775260058
710.0,56.183239,9.0441964,7.103018372674995,72544.76739138662,0.0,0.1000388191463294,0.0,0.16099689437998485,0.0
710.2,56.1832388,9.0441965,7.0242782151949825,72544.84323986566,-0.08947744,0.14323379119186086,-0.14400000000000002,0.23051247254758256,-31.992817000181713
710.4,56.1832386,9.0441965,6.899606299184967,72544.91630099168,-0.11184680000000001,0.1000388191463294,-0.18000000000000002,0.16099689437998485,-48.189685104221404
710.6,56.1832386,9.0441964,6.811023622020002,72544.93667410246,-0.04473872,0.14147625480052828,-0.07200000000000001,0.2276839915321233,-17.5484006137923
710.8,56.1832385,9.0441963,6.650262467164964,72544.97850167341,-0.06710808,0.06327010458721244,-0.108,0.10182337649086284,-46.68614334171695
711.0,56.1832384,9.0441962,6.492782152204995,72545.0203292432,-0.17895488,0.1360675048347518,-0.28800000000000003,0.2189794510907359,-52.75262679761879
711.2,56.1832384,9.0441959,6.332020997349986,72545.0814485762,0.02236936,0.26936276410705323,0.036000000000000004,0.4334974048365226,4.7472622548526
711.4,56.1832385,9.0441957,6.24015748028998,72545.13617276246,-0.02236936,0.1747102866902393,-0.036000000000000004,0.2811689883326396,-7.296275301016713
